MEDIDOR,mes,dia,año,periodo,importe ($),demanda (kw),consumo (kwh)
53064654,4,28,2022,1er semestre,18.88,2,240
5070427,4,28,2022,1er semestre,21.65,0,272
15004519,4,28,2022,1er semestre,55.51,5,400
78800436,4,28,2022,1er semestre,65.41,4,400
17846279,4,28,2022,1er semestre,92.03,4,560
50001054,4,28,2022,1er semestre,544.76,19,3420
3001351,4,28,2022,1er semestre,1125.85,0,4500
13001019,4,28,2022,1er semestre,1197.97,31,4800
163806535,4,28,2022,1er semestre,1252.23,42,5080
18792946,4,28,2022,1er semestre,1504.85,40,5920
17791530,4,28,2022,1er semestre,1558.8,26,7360
18792324,4,28,2022,1er semestre,1601.5,52,6400
144664857,4,28,2022,1er semestre,1703.61,36,6160
13001327,4,28,2022,1er semestre,1765.77,37,9600
18790336,4,28,2022,1er semestre,1803.71,45,9040
150549252,4,28,2022,1er semestre,2001.83,37,7680
18792953,4,28,2022,1er semestre,2004.81,54,7840
13001218,4,28,2022,1er semestre,2186.25,63,8280
1707900616,4,28,2022,1er semestre,3052.63,75,12480
18792647,4,28,2022,1er semestre,3083.39,69,13120
17791158,4,28,2022,1er semestre,3144.54,89,14720
17790969,4,28,2022,1er semestre,3723.587,94,14960
17791239,4,28,2022,1er semestre,4565.65,92,19800
13000875,4,28,2022,1er semestre,5908.65,146,30080
14000987,4,28,2022,1er semestre,7899.95,163,32200
14000888,4,28,2022,1er semestre,7967.33,180,32880
3143240218,4,28,2022,1er semestre,13584.59,242,61250
3143290146,4,28,2022,1er semestre,13972.4,248,52800
3180050301,4,28,2022,1er semestre,45865.52,861,203700
3143240198,4,28,2022,1er semestre,100027.33,1516,472086
23990650,4,28,2023,1er semestre,0,0,0
23990876,4,28,2023,1er semestre,0,0,0
2309106513,4,28,2023,1er semestre,0,0,0
5073556,4,28,2023,1er semestre,2.91,0,10
5070279,4,28,2023,1er semestre,2.93,0,4
5070182,4,28,2023,1er semestre,2.95,0,0
62086091,4,28,2023,1er semestre,2.95,0,0
5070428,4,28,2023,1er semestre,6.75,0,36
14000318,4,28,2023,1er semestre,7.33,0.2,40
5070426,4,28,2023,1er semestre,8.66,0,49
5073553,4,28,2023,1er semestre,8.66,0,49
1809126635,4,28,2023,1er semestre,8.81,0,50
5070258,4,28,2023,1er semestre,8.96,0,51
5070427,4,28,2023,1er semestre,9.95,0,0
5073555,4,28,2023,1er semestre,12.35,0,74
5070181,4,28,2023,1er semestre,13.82,0,84
5070257,4,28,2023,1er semestre,14.7,0,90
14100718,4,28,2023,1er semestre,18.83,0,118
5070259,4,28,2023,1er semestre,23.85,0,152
14102718,4,28,2023,1er semestre,26.51,0,170
712986,4,28,2023,1er semestre,28.4,0,160
5070260,4,28,2023,1er semestre,28.72,0,185
5070425,4,28,2023,1er semestre,32.84,0,213
14100720,4,28,2023,1er semestre,33.28,0,216
69406118,4,28,2023,1er semestre,39.33,1.24,257
17846279,4,28,2023,1er semestre,42.76,2,240
78800436,4,28,2023,1er semestre,97.31,6,480
15004519,4,28,2023,1er semestre,141.57,6.08,720
53064654,4,28,2023,1er semestre,183.26,3.6,800
3001351,4,28,2023,1er semestre,800,0,3200
50001054,4,28,2023,1er semestre,905.24,19.5,3720
17791530,4,28,2023,1er semestre,958.4,17,4997
13001019,4,28,2023,1er semestre,1121.91,30.4,4960
18792324,4,28,2023,1er semestre,1300,37.4,5200
163806535,4,28,2023,1er semestre,1626.57,55,7040
18792953,4,28,2023,1er semestre,1955.63,57.44,8320
150549252,4,28,2023,1er semestre,2072.72,37,8800
18792946,4,28,2023,1er semestre,2131.88,47.68,10240
13001327,4,28,2023,1er semestre,2242.82,48,9480
13001218,4,28,2023,1er semestre,2441.48,60.96,11160
18790336,4,28,2023,1er semestre,2589.42,59.6,10320
170796743,4,28,2023,1er semestre,2685.17,61,10240
18792647,4,28,2023,1er semestre,2902.93,69.04,13360
17791239,4,28,2023,1er semestre,3728.77,73.8,18211
1707900616,4,28,2023,1er semestre,3917.21,81.76,18880
17791158,4,28,2023,1er semestre,4287.86,101.44,16480
17790969,4,28,2023,1er semestre,5018.61,117.04,23040
14000987,4,28,2023,1er semestre,7575.36,191,31360
13000875,4,28,2023,1er semestre,8036.72,160.32,33920
14000888,4,28,2023,1er semestre,12434.99,252.24,57120
3143290146,4,28,2023,1er semestre,14355.73,276,57200
3143240218,4,28,2023,1er semestre,15555.94,298,75600
3180050301,4,28,2023,1er semestre,52767.42,924,262500
3143240198,4,28,2023,1er semestre,106843.37,1745,542284
627568,4,28,2024,1er semestre,1.23,0,10
5070182,4,28,2024,1er semestre,1.38,0,0
62086091,4,28,2024,1er semestre,1.4,0,0
5070181,4,28,2024,1er semestre,1.78,0,0
712986,4,28,2024,1er semestre,2.12,0,0
5073556,4,28,2024,1er semestre,2.47,0,18
2309106513,4,28,2024,1er semestre,3.95,0,28
1809126635,4,28,2024,1er semestre,5.01,0,35
14000318,4,28,2024,1er semestre,5.68,0,40
5073553,4,28,2024,1er semestre,7.55,0,53
5073555,4,28,2024,1er semestre,11.31,0,79
5070258,4,28,2024,1er semestre,13.88,0,97
5070428,4,28,2024,1er semestre,16.97,0,121
14100718,4,28,2024,1er semestre,17.39,0,120
5070257,4,28,2024,1er semestre,19.22,0,135
5070427,4,28,2024,1er semestre,21.65,0,153
14102718,4,28,2024,1er semestre,23.67,0,164
5070259,4,28,2024,1er semestre,23.71,0,164
5070426,4,28,2024,1er semestre,24.53,0,172
69406118,4,28,2024,1er semestre,25.65,0,176
5070425,4,28,2024,1er semestre,28.33,0,195
14100720,4,28,2024,1er semestre,31.09,0,211
5070260,4,28,2024,1er semestre,38.41,0,267
17846279,4,28,2024,1er semestre,64.62,3,320
15004519,4,28,2024,1er semestre,112.48,0,640
53064654,4,28,2024,1er semestre,124.05,0,668
78800436,4,28,2024,1er semestre,128.04,15,560
3001351,4,28,2024,1er semestre,1050,0,4200
13001019,4,28,2024,1er semestre,1489.84,35,6400
50001054,4,28,2024,1er semestre,1570.86,26,5760
18792324,4,28,2024,1er semestre,1725,0,6900
23991862,4,28,2024,1er semestre,1816.68,34,8960
150549252,4,28,2024,1er semestre,2384.1,22,10560
23990650,4,28,2024,1er semestre,2784.89,40,11160
18792953,4,28,2024,1er semestre,2819.48,64,12320
170796743,4,28,2024,1er semestre,2963.19,67,9680
163806535,4,28,2024,1er semestre,2987.4,69,9600
18790336,4,28,2024,1er semestre,3058.36,53,10800
13001218,4,28,2024,1er semestre,3364.36,79,14340
23990876,4,28,2024,1er semestre,3438.48,72,15680
18792647,4,28,2024,1er semestre,3740.71,78,16800
1707900616,4,28,2024,1er semestre,4458.14,93,20480
17791239,4,28,2024,1er semestre,4569.18,82,21900
17790969,4,28,2024,1er semestre,5734.43,127,25280
17791158,4,28,2024,1er semestre,6044.39,113,19520
13000875,4,28,2024,1er semestre,10673.39,168,38560
14000987,4,28,2024,1er semestre,10834.69,207,46760
14000888,4,28,2024,1er semestre,13267.46,257,59040
3143290146,4,28,2024,1er semestre,15085.16,244,56000
3143240218,4,28,2024,1er semestre,18792.81,298,85050
3180050301,4,28,2024,1er semestre,71790.34,1029,333900
3143240198,4,28,2024,1er semestre,127071.27,1772,597023
170796743,5,28,2022,1er semestre,0,0,0
712986,5,28,2022,1er semestre,2.1,0,0
5070279,5,28,2022,1er semestre,2.56,0,0
69406118,5,28,2022,1er semestre,2.56,0,0
5070182,5,28,2022,1er semestre,2.57,0,2
5070428,5,28,2022,1er semestre,2.58,0,7
5073556,5,28,2022,1er semestre,4.93,0,26
14102718,5,28,2022,1er semestre,4.93,0,26
1809126635,5,28,2022,1er semestre,6.24,0,35
5070425,5,28,2022,1er semestre,6.63,0,36
14000318,5,28,2022,1er semestre,6.95,0.12,40
5073553,5,28,2022,1er semestre,11.29,0,79
5073555,5,28,2022,1er semestre,12.04,0,101
5070181,5,28,2022,1er semestre,12.82,0,108
5070259,5,28,2022,1er semestre,12.86,0,91
5070257,5,28,2022,1er semestre,12.92,0,92
62086091,5,28,2022,1er semestre,13.76,0,98
14100718,5,28,2022,1er semestre,14.26,0,122
5070258,5,28,2022,1er semestre,16.79,0,144
5070426,5,28,2022,1er semestre,16.86,0,145
14100720,5,28,2022,1er semestre,20.44,0,178
5070427,5,28,2022,1er semestre,22.76,0,197
17846279,5,28,2022,1er semestre,28.15,2,160
5070260,5,28,2022,1er semestre,28.61,0,252
53064654,5,28,2022,1er semestre,52.04,2.36,360
78800436,5,28,2022,1er semestre,56.32,6,320
15004519,5,28,2022,1er semestre,69.44,5,480
50001054,5,28,2022,1er semestre,595.2,18,2220
163806535,5,28,2022,1er semestre,834.29,4,3160
3001351,5,28,2022,1er semestre,1050,0,4200
13001019,5,28,2022,1er semestre,1241.13,20.64,5120
144664857,5,28,2022,1er semestre,1276.71,34,3760
18792324,5,28,2022,1er semestre,1475,32,5900
17791530,5,28,2022,1er semestre,1504.68,26.88,6720
18792946,5,28,2022,1er semestre,1530.22,39.68,5920
150549252,5,28,2022,1er semestre,1624.32,32,5640
18792953,5,28,2022,1er semestre,1842.9,47.76,7440
18790336,5,28,2022,1er semestre,2070.09,44,7440
13001327,5,28,2022,1er semestre,2173.36,39,8640
1707900616,5,28,2022,1er semestre,2820.12,59,11840
18792647,5,28,2022,1er semestre,2964.08,74,11680
13001218,5,28,2022,1er semestre,3352.43,56,15000
17791158,5,28,2022,1er semestre,3703.86,84,12640
17790969,5,28,2022,1er semestre,3794.82,94,14800
17791239,5,28,2022,1er semestre,5143.39,95.06,22200
13000875,5,28,2022,1er semestre,6326.51,118,24000
14000888,5,28,2022,1er semestre,7075.96,159,28390
14000987,5,28,2022,1er semestre,7929.2,160,31500
3143240218,5,28,2022,1er semestre,14677,238,63000
3143290146,5,28,2022,1er semestre,15665.83,276,55600
3180050301,5,28,2022,1er semestre,54821.91,924,233100
3143240198,5,28,2022,1er semestre,113429.39,1533,508943
23990650,5,28,2023,1er semestre,0,0,0
23990876,5,28,2023,1er semestre,0,0,0
2309106513,5,28,2023,1er semestre,0,0,0
5070279,5,28,2023,1er semestre,2.98,0,1
5070427,5,28,2023,1er semestre,2.99,0,0
62086091,5,28,2023,1er semestre,3.05,0,0
5070182,5,28,2023,1er semestre,3.53,0,14
5073556,5,28,2023,1er semestre,4.7,0,22
5070428,5,28,2023,1er semestre,5.04,0,24
14000318,5,28,2023,1er semestre,7.39,0.08,40
1809126635,5,28,2023,1er semestre,8.41,0,47
5073553,5,28,2023,1er semestre,8.77,0,49
5070258,5,28,2023,1er semestre,11.05,0,65
5073555,5,28,2023,1er semestre,12.26,0,73
5070257,5,28,2023,1er semestre,15.05,0,92
5070426,5,28,2023,1er semestre,15.16,0,93
5070181,5,28,2023,1er semestre,17.58,0,109
712986,5,28,2023,1er semestre,22.11,1,120
5070259,5,28,2023,1er semestre,23.24,0,148
14100718,5,28,2023,1er semestre,23.82,0,151
14102718,5,28,2023,1er semestre,28.39,0,183
5070425,5,28,2023,1er semestre,32.13,0,207
17846279,5,28,2023,1er semestre,43.59,3,240
5070260,5,28,2023,1er semestre,44.86,0,294
69406118,5,28,2023,1er semestre,62.84,1.61,322
14100720,5,28,2023,1er semestre,67.9,0,347
15004519,5,28,2023,1er semestre,109.35,6.16,560
78800436,5,28,2023,1er semestre,187.84,10,800
53064654,5,28,2023,1er semestre,236.87,4.24,1040
50001054,5,28,2023,1er semestre,962.83,19.8,4140
3001351,5,28,2023,1er semestre,1102.19,0,4400
13001019,5,28,2023,1er semestre,1189.06,30.72,5440
18792324,5,28,2023,1er semestre,1828.47,44.2,7300
17791530,5,28,2023,1er semestre,1897.31,33,10043
163806535,5,28,2023,1er semestre,1924.63,64,8200
18792953,5,28,2023,1er semestre,2547.31,57.6,12160
18792946,5,28,2023,1er semestre,2619.05,56.64,12800
150549252,5,28,2023,1er semestre,2655.56,46,11200
13001327,5,28,2023,1er semestre,2718.25,50.16,12360
13001218,5,28,2023,1er semestre,2964.23,70.98,13980
18790336,5,28,2023,1er semestre,3031.82,56.08,13840
170796743,5,28,2023,1er semestre,3388.3,68,13440
18792647,5,28,2023,1er semestre,3409.56,73.28,16800
17791239,5,28,2023,1er semestre,4064.3,76.2,20400
1707900616,5,28,2023,1er semestre,4299.05,92.64,20960
17791158,5,28,2023,1er semestre,5189.97,106.72,21920
17790969,5,28,2023,1er semestre,5459.45,127.2,25680
13000875,5,28,2023,1er semestre,9727.88,183.36,42240
14000987,5,28,2023,1er semestre,10738.53,204,51520
14000888,5,28,2023,1er semestre,12178.62,246.72,56880
3143290146,5,28,2023,1er semestre,15836.19,276,64400
3143240218,5,28,2023,1er semestre,17430.66,308,85400
3180050301,5,28,2023,1er semestre,61956.92,924,317100
3143240198,5,28,2023,1er semestre,119873.32,1742,617392
62086091,5,28,2024,1er semestre,0.67,0,0
5070181,5,28,2024,1er semestre,0.72,0,0
5070182,5,28,2024,1er semestre,1.2,0,14
627568,5,28,2024,1er semestre,1.49,0,16
712986,5,28,2024,1er semestre,2.6,0,0
2309106513,5,28,2024,1er semestre,3.31,0,29
5073556,5,28,2024,1er semestre,3.74,0,32
14000318,5,28,2024,1er semestre,4.86,0,40
1809126635,5,28,2024,1er semestre,4.86,0,40
5073553,5,28,2024,1er semestre,7.38,0,58
5073555,5,28,2024,1er semestre,10.62,0,81
5070428,5,28,2024,1er semestre,11.03,0,84
5070258,5,28,2024,1er semestre,12.86,0,97
14100718,5,28,2024,1er semestre,15.66,0,117
5070257,5,28,2024,1er semestre,18.62,0,138
14102718,5,28,2024,1er semestre,20.58,0,152
69406118,5,28,2024,1er semestre,21.14,0,156
5070426,5,28,2024,1er semestre,23.81,0,175
14100720,5,28,2024,1er semestre,25.49,0,187
5070259,5,28,2024,1er semestre,25.64,0,188
5070425,5,28,2024,1er semestre,27.04,0,198
5070427,5,28,2024,1er semestre,29.71,0,217
5070260,5,28,2024,1er semestre,32.65,0,238
17846279,5,28,2024,1er semestre,48.1,2,240
15004519,5,28,2024,1er semestre,129.45,0,720
53064654,5,28,2024,1er semestre,141.63,0,772
78800436,5,28,2024,1er semestre,149.67,14,640
3001351,5,28,2024,1er semestre,1223.94,0,4900
13001019,5,28,2024,1er semestre,1382.39,32,6080
50001054,5,28,2024,1er semestre,1625.91,26,6120
18792324,5,28,2024,1er semestre,1823.94,0,7300
23991862,5,28,2024,1er semestre,1882.92,34,9600
150549252,5,28,2024,1er semestre,2888.29,40,11600
163806535,5,28,2024,1er semestre,2912.39,64,9640
18792953,5,28,2024,1er semestre,2964.68,63,13680
23990650,5,28,2024,1er semestre,3003.11,47,11400
170796743,5,28,2024,1er semestre,3071.39,64,10480
18790336,5,28,2024,1er semestre,3294.5,55,11920
13001218,5,28,2024,1er semestre,3368.19,80,14400
23990876,5,28,2024,1er semestre,3447.47,72,16000
18792647,5,28,2024,1er semestre,3769.98,77,17680
17791239,5,28,2024,1er semestre,4320.17,82,21000
1707900616,5,28,2024,1er semestre,4436.4,94,20160
17790969,5,28,2024,1er semestre,5785.96,136,24400
17791158,5,28,2024,1er semestre,6255.39,113,20800
14000987,5,28,2024,1er semestre,10707.11,207,46340
13000875,5,28,2024,1er semestre,11267.92,174,41120
14000888,5,28,2024,1er semestre,12420.6,235,56400
3143290146,5,28,2024,1er semestre,14129.86,224,52800
3143240218,5,28,2024,1er semestre,18798.47,291,85750
3180050301,5,28,2024,1er semestre,72446.95,1029,338100
3143240198,5,28,2024,1er semestre,130381.03,1709,621182
170796743,6,28,2022,1er semestre,0,0,0
712986,6,28,2022,1er semestre,2.28,0,0
5070279,6,28,2022,1er semestre,2.54,0,0
69406118,6,28,2022,1er semestre,2.55,1,0
5070182,6,28,2022,1er semestre,2.56,0,3
5070425,6,28,2022,1er semestre,2.56,0,2
5070428,6,28,2022,1er semestre,3.71,0,17
5073556,6,28,2022,1er semestre,5.3,0,28
1809126635,6,28,2022,1er semestre,6.31,0,35
14000318,6,28,2022,1er semestre,7.06,0.48,40
14102718,6,28,2022,1er semestre,7.34,0,42
5070258,6,28,2022,1er semestre,8.45,0,55
5070257,6,28,2022,1er semestre,12.33,0,86
5073553,6,28,2022,1er semestre,12.78,0,89
62086091,6,28,2022,1er semestre,13.59,0,95
5070259,6,28,2022,1er semestre,13.85,0,97
5073555,6,28,2022,1er semestre,13.98,0,98
5070181,6,28,2022,1er semestre,14.16,0,118
5070426,6,28,2022,1er semestre,15.5,0,130
5070260,6,28,2022,1er semestre,22.44,0,193
14100718,6,28,2022,1er semestre,26.47,0,229
14100720,6,28,2022,1er semestre,27.37,0,237
5070427,6,28,2022,1er semestre,28.62,0,245
17846279,6,28,2022,1er semestre,31.41,2,160
53064654,6,28,2022,1er semestre,77.18,3,520
15004519,6,28,2022,1er semestre,95,5,640
78800436,6,28,2022,1er semestre,163.97,6,720
50001054,6,28,2022,1er semestre,583.58,12,2100
13001019,6,28,2022,1er semestre,1191.31,28,4640
163806535,6,28,2022,1er semestre,1280.75,36,4840
3001351,6,28,2022,1er semestre,1352.26,0,5400
17791530,6,28,2022,1er semestre,1724.33,27,7680
18792324,6,28,2022,1er semestre,1754.15,43,7000
18792946,6,28,2022,1er semestre,1780.75,40,7040
150549252,6,28,2022,1er semestre,1784.01,29,6680
144664857,6,28,2022,1er semestre,1820.72,34,6480
18790336,6,28,2022,1er semestre,2048.4,41,7600
18792953,6,28,2022,1er semestre,2121.23,43,8800
13001327,6,28,2022,1er semestre,2210.3,38,8880
13001218,6,28,2022,1er semestre,2562.81,56,10380
1707900616,6,28,2022,1er semestre,2636.07,57,10720
17791158,6,28,2022,1er semestre,3218.35,59,12480
18792647,6,28,2022,1er semestre,3256.26,71.28,13280
17790969,6,28,2022,1er semestre,3429.27,94,12480
17791239,6,28,2022,1er semestre,5437.64,99,22800
13000875,6,28,2022,1er semestre,6316.31,112,24480
14000987,6,28,2022,1er semestre,7834.47,160,30240
14000888,6,28,2022,1er semestre,10837.81,173,46010
3143240218,6,28,2022,1er semestre,13910.03,224,59500
3143290146,6,28,2022,1er semestre,14876.12,276,51600
3180050301,6,28,2022,1er semestre,54720.8,840,237300
3143240198,6,28,2022,1er semestre,112899.8,1468,508118
23990650,6,28,2023,1er semestre,0,0,0
23990876,6,28,2023,1er semestre,0,0,0
2309106513,6,28,2023,1er semestre,0,0,0
5070279,6,28,2023,1er semestre,2.95,0,0
5070427,6,28,2023,1er semestre,2.95,0,0
62086091,6,28,2023,1er semestre,2.95,0,0
5073556,6,28,2023,1er semestre,3.99,0,18
5070258,6,28,2023,1er semestre,6.97,0,39
14000318,6,28,2023,1er semestre,7.11,0.08,40
5070257,6,28,2023,1er semestre,7.25,0,41
1809126635,6,28,2023,1er semestre,7.54,0,43
5073553,6,28,2023,1er semestre,7.68,0,44
5070428,6,28,2023,1er semestre,8.68,0,51
5070182,6,28,2023,1er semestre,9.95,0,60
5073555,6,28,2023,1er semestre,10.8,0,66
5070181,6,28,2023,1er semestre,14.92,0,95
5070426,6,28,2023,1er semestre,15.91,0,102
712986,6,28,2023,1er semestre,22.16,0,120
14100718,6,28,2023,1er semestre,23.86,0,158
5070259,6,28,2023,1er semestre,27.26,0,182
14102718,6,28,2023,1er semestre,27.7,0,185
5070425,6,28,2023,1er semestre,29.54,0,198
17846279,6,28,2023,1er semestre,36.47,3,200
5070260,6,28,2023,1er semestre,40.61,0,276
69406118,6,28,2023,1er semestre,42.45,1.61,289
14100720,6,28,2023,1er semestre,57.36,0,306
78800436,6,28,2023,1er semestre,116.79,8,560
15004519,6,28,2023,1er semestre,120.08,4.72,640
53064654,6,28,2023,1er semestre,207.78,4.36,960
50001054,6,28,2023,1er semestre,983.31,19.08,4200
3001351,6,28,2023,1er semestre,1176.14,0,4700
13001019,6,28,2023,1er semestre,1249.07,32.16,6240
17791530,6,28,2023,1er semestre,1818.11,33,10240
163806535,6,28,2023,1er semestre,1988.68,69,8400
18792324,6,28,2023,1er semestre,2001.74,47,8000
18792946,6,28,2023,1er semestre,2491.64,56.64,12800
13001327,6,28,2023,1er semestre,2609.1,45,11880
13001218,6,28,2023,1er semestre,2639.32,70.98,12720
150549252,6,28,2023,1er semestre,2648.98,46,11080
18792953,6,28,2023,1er semestre,2716.25,58.96,14240
170796743,6,28,2023,1er semestre,2926.91,58,11600
18790336,6,28,2023,1er semestre,2963.57,53.76,13040
18792647,6,28,2023,1er semestre,3414.36,74.16,17680
17791239,6,28,2023,1er semestre,3578.22,76.2,18900
1707900616,6,28,2023,1er semestre,3936.43,92.64,19840
17791158,6,28,2023,1er semestre,4599.51,86.88,19520
17790969,6,28,2023,1er semestre,4934.69,127.2,23920
13000875,6,28,2023,1er semestre,9659.71,171.04,41440
14000987,6,28,2023,1er semestre,9766.31,204,48440
14000888,6,28,2023,1er semestre,11229.31,240,55440
3143290146,6,28,2023,1er semestre,15020.93,276,59600
3143240218,6,28,2023,1er semestre,17320.81,294,85050
3180050301,6,28,2023,1er semestre,61604.17,945,310800
3143240198,6,28,2023,1er semestre,117855.01,1667,605895
62086091,6,24,2024,1er semestre,1.32,0,5
712986,6,30,2024,1er semestre,1.33,1,0
5070181,6,24,2024,1er semestre,1.73,0,3
627568,6,24,2024,1er semestre,2.06,0,16
2309106513,6,24,2024,1er semestre,5.31,0,38
14000318,6,24,2024,1er semestre,5.64,0,40
1809126635,6,24,2024,1er semestre,6.49,0,46
5070182,6,24,2024,1er semestre,6.85,0,50
5073556,6,24,2024,1er semestre,7.43,0,54
5070428,6,24,2024,1er semestre,7.59,0,54
5073553,6,24,2024,1er semestre,7.94,0,56
5073555,6,24,2024,1er semestre,11.01,0,77
5070258,6,24,2024,1er semestre,13.96,0,99
5070257,6,24,2024,1er semestre,16.29,0,115
14100718,6,24,2024,1er semestre,18.74,0,131
69406118,6,24,2024,1er semestre,21.29,0,147
14102718,6,24,2024,1er semestre,22.91,0,159
5070427,6,24,2024,1er semestre,26.44,0,190
5070426,6,24,2024,1er semestre,27.18,0,192
14100720,6,24,2024,1er semestre,28.55,0,198
5070425,6,24,2024,1er semestre,29.86,0,209
5070259,6,24,2024,1er semestre,29.9,0,211
5070260,6,24,2024,1er semestre,33.09,0,231
17846279,6,30,2024,1er semestre,65.03,3,320
15004519,6,24,2024,1er semestre,128.37,7,720
53064654,6,24,2024,1er semestre,143.16,4,760
78800436,6,30,2024,1er semestre,220.58,15,880
50001054,6,24,2024,1er semestre,1176.44,18,4500
13001019,6,24,2024,1er semestre,1266.07,30,5440
3001351,6,24,2024,1er semestre,1275.43,0,5100
23991862,6,24,2024,1er semestre,1791.51,34,8640
18792324,6,24,2024,1er semestre,2050.65,39,8200
150549252,6,30,2024,1er semestre,2767.48,40,10800
163806535,6,30,2024,1er semestre,2835.37,62,9240
13001218,6,24,2024,1er semestre,2894.4,67,12660
23990650,6,24,2024,1er semestre,2928.95,44,11400
18792953,6,24,2024,1er semestre,2964.68,65,13200
170796743,6,30,2024,1er semestre,3106.76,61,10720
18790336,6,24,2024,1er semestre,3283.43,55,11840
23990876,6,24,2024,1er semestre,3504.34,74,16000
18792647,6,24,2024,1er semestre,3793.23,78,17520
17791239,6,24,2024,1er semestre,4021.3,75,18900
1707900616,6,25,2024,1er semestre,4550.46,99,20640
17790969,6,25,2024,1er semestre,5487.27,136,22640
17791158,6,24,2024,1er semestre,5607.42,99,18880
13000875,6,24,2024,1er semestre,10585.05,159,39040
14000987,6,24,2024,1er semestre,10886.39,182,51240
14000888,6,24,2024,1er semestre,11568.32,229,52560
3143290146,6,30,2024,1er semestre,13216.02,212,48400
3143240218,6,30,2024,1er semestre,18525.29,287,82950
3180050301,6,30,2024,1er semestre,72789.38,1029,333900
3143240198,6,30,2024,1er semestre,125172.84,1672,581835
170796743,7,28,2022,1er semestre,0,0,0
712986,7,28,2022,1er semestre,2.28,0,0
5070279,7,28,2022,1er semestre,2.56,2.56,2.56
69406118,7,28,2022,1er semestre,2.56,2.56,2.56
5070182,7,28,2022,1er semestre,2.57,2.57,2.57
5070425,7,28,2022,1er semestre,2.59,2.59,2.59
5070428,7,28,2022,1er semestre,3.5,3.5,3.5
5073556,7,28,2022,1er semestre,3.65,3.65,3.65
1809126635,7,28,2022,1er semestre,5.85,5.85,5.85
14102718,7,28,2022,1er semestre,6.71,6.71,6.71
5070426,7,28,2022,1er semestre,8.67,8.67,8.67
14000318,7,28,2022,1er semestre,11.52,0.12,11.52
5070259,7,28,2022,1er semestre,11.79,11.79,11.79
5070258,7,28,2022,1er semestre,11.82,11.82,11.82
62086091,7,28,2022,1er semestre,12.44,0,12.44
5073555,7,28,2022,1er semestre,12.96,12.96,12.96
5070181,7,28,2022,1er semestre,13.5,0,13.5
5073553,7,28,2022,1er semestre,13.76,13.76,13.76
5070257,7,28,2022,1er semestre,14,14,14
5070427,7,28,2022,1er semestre,16.68,16.68,16.68
5070260,7,28,2022,1er semestre,18.79,0,18.79
14100720,7,28,2022,1er semestre,22.68,22.68,22.68
14100718,7,28,2022,1er semestre,23.35,23.35,23.35
17846279,7,28,2022,1er semestre,30.97,1,160
53064654,7,28,2022,1er semestre,70.29,3.36,70.29
15004519,7,28,2022,1er semestre,70.45,5.2,70.45
78800436,7,28,2022,1er semestre,89.78,4,400
50001054,7,28,2022,1er semestre,704.9,10,2400
163806535,7,28,2022,1er semestre,872.41,36,3360
13001019,7,28,2022,1er semestre,1014.83,27.52,1014.83
3001351,7,28,2022,1er semestre,1225,0,4900
144664857,7,28,2022,1er semestre,1415.47,38,2720
18792324,7,28,2022,1er semestre,1500,38,6000
17791530,7,28,2022,1er semestre,1537.86,1.53786,1537.86
150549252,7,28,2022,1er semestre,1595.27,29,5960
18792946,7,28,2022,1er semestre,1782.29,40,1782.29
18792953,7,28,2022,1er semestre,1808.46,43.2,1808.46
13001327,7,28,2022,1er semestre,2100,29,8160
1707900616,7,28,2022,1er semestre,2143.41,57.28,2143.41
18790336,7,28,2022,1er semestre,2181.86,38,7680
13001218,7,28,2022,1er semestre,2349.25,55.92,9240
18792647,7,28,2022,1er semestre,2934.11,66,2934.11
17790969,7,28,2022,1er semestre,3138.13,94.08,3138.13
17791158,7,28,2022,1er semestre,3484.37,61,12160
17791239,7,28,2022,1er semestre,4932.86,99,4932.86
14000888,7,28,2022,1er semestre,6821.9,172.56,6821.9
14000987,7,28,2022,1er semestre,6889.38,159.88,25060
13000875,7,28,2022,1er semestre,6922.45,106,25120
3143240218,7,28,2022,1er semestre,13394.61,221,58800
3143290146,7,28,2022,1er semestre,14730.21,276,52800
3180050301,7,28,2022,1er semestre,52224.08,840,231000
3143240198,7,28,2022,1er semestre,99813.68,1345,459933
23990650,7,28,2023,1er semestre,0,0,0
23990876,7,28,2023,1er semestre,0,0,0
2309106513,7,28,2023,1er semestre,0,0,0
5070427,7,28,2023,1er semestre,1.48,0,3
5070279,7,28,2023,1er semestre,1.5,0,0
62086091,7,28,2023,1er semestre,1.63,0,6
5073556,7,28,2023,1er semestre,3.65,0,25
14000318,7,28,2023,1er semestre,6.09,0.08,40
5073553,7,28,2023,1er semestre,6.41,0,42
5070258,7,28,2023,1er semestre,6.6,0,44
1809126635,7,28,2023,1er semestre,6.72,0,45
5070428,7,28,2023,1er semestre,7.03,0,48
5070257,7,28,2023,1er semestre,8.8,0,59
5073555,7,28,2023,1er semestre,10.76,0,72
5070181,7,28,2023,1er semestre,12.57,0,83
5070426,7,28,2023,1er semestre,15.98,0,109
5070182,7,28,2023,1er semestre,16.52,0,113
5070259,7,28,2023,1er semestre,18.45,0,124
14100718,7,28,2023,1er semestre,19.21,0,128
712986,7,28,2023,1er semestre,22.63,0,120
17846279,7,28,2023,1er semestre,22.79,3,120
14102718,7,28,2023,1er semestre,28.78,0,192
5070425,7,28,2023,1er semestre,40.14,0,270
14100720,7,28,2023,1er semestre,42.32,0,284
