MEDIDOR,mes,dia,año,periodo,importe ($),demanda (kw),consumo (kwh)
163806535,10,31,2024,2do semestre,2014.13,51,7360
23990650,10,24,2024,2do semestre,2332.62,36,9840
150549252,10,31,2024,2do semestre,2344.12,40,10360
17790969,10,24,2024,2do semestre,2567.92,136,21280
170796743,10,31,2024,2do semestre,2714.52,62,10560
13001218,10,24,2024,2do semestre,2818.84,66,11820
18790336,10,24,2024,2do semestre,3073.41,57,10880
23990876,10,24,2024,2do semestre,3605.58,75,15840
18792647,10,24,2024,2do semestre,3607,78,15680
17791239,10,24,2024,2do semestre,4398.83,84,21900
17791158,10,24,2024,2do semestre,5238.63,100,17600
14000888,10,24,2024,2do semestre,7821.15,224,44320
13000875,10,24,2024,2do semestre,9366.3,153,36000
14000987,10,24,2024,2do semestre,9679.87,203,38640
3143290146,10,31,2024,2do semestre,11805.53,200,50800
3143240218,10,31,2024,2do semestre,16261.07,270,84700
3180050301,10,31,2024,2do semestre,61653.64,924,329700
3143240198,10,31,2024,2do semestre,114324.73,1607,620653
144664857,11,28,2022,2do semestre,0,0,0
5070182,11,28,2022,2do semestre,2.56,0,0
5070279,11,28,2022,2do semestre,2.56,0,0
5070427,11,28,2022,2do semestre,2.56,0,0
5073556,11,28,2022,2do semestre,2.56,0,2
5070428,11,28,2022,2do semestre,6.4,0,37
1809126635,11,28,2022,2do semestre,6.69,0,39
14000318,11,28,2022,2do semestre,6.84,0,40
62086091,11,28,2022,2do semestre,6.97,0,41
5070258,11,28,2022,2do semestre,7.12,0,42
5070426,11,28,2022,2do semestre,7.4,0,44
712986,11,28,2022,2do semestre,7.47,0,40
5073555,11,28,2022,2do semestre,9.51,0,67
5070257,11,28,2022,2do semestre,10.39,0,74
5070259,11,28,2022,2do semestre,10.52,0,75
5073553,11,28,2022,2do semestre,11.41,0,82
14102718,11,28,2022,2do semestre,12.68,0,92
69406118,11,28,2022,2do semestre,13.06,0,95
5070181,11,28,2022,2do semestre,14.06,0,123
14100718,11,28,2022,2do semestre,19.78,0,176
17846279,11,28,2022,2do semestre,21.28,1,120
5070260,11,28,2022,2do semestre,27.97,0,252
5070425,11,28,2022,2do semestre,27.97,0,252
14100720,11,28,2022,2do semestre,31.53,0,285
15004519,11,28,2022,2do semestre,55.8,5,400
78800436,11,28,2022,2do semestre,79.71,66,880
53064654,11,28,2022,2do semestre,100.95,4,720
50001054,11,28,2022,2do semestre,694.69,16,2700
13001019,11,28,2022,2do semestre,980.59,29,3680
3001351,11,28,2022,2do semestre,1025,0,4100
17791530,11,28,2022,2do semestre,1301.59,27,5760
163806535,11,28,2022,2do semestre,1377.19,58,6120
170796743,11,28,2022,2do semestre,1561.05,48,4960
18792324,11,28,2022,2do semestre,1650,41,6600
150549252,11,28,2022,2do semestre,1692.81,40,6480
18792946,11,28,2022,2do semestre,1821.42,43,7680
13001327,11,28,2022,2do semestre,1956.18,44,7800
18792953,11,28,2022,2do semestre,2149.46,53.92,9200
13001218,11,28,2022,2do semestre,2258.67,54,9480
18790336,11,28,2022,2do semestre,2406.9,49,10240
18792647,11,28,2022,2do semestre,2975.62,70,12480
17791158,11,28,2022,2do semestre,3153.99,72,12320
1707900616,11,28,2022,2do semestre,3238.42,94,12160
17790969,11,28,2022,2do semestre,4337.83,117,16800
17791239,11,28,2022,2do semestre,5709.79,108,25503
13000875,11,28,2022,2do semestre,6748.24,135,28000
14000987,11,28,2022,2do semestre,8454.15,177,0
14000888,11,28,2022,2do semestre,9523.07,214,39120
3143290146,11,28,2022,2do semestre,11827.44,276,44000
3143240218,11,28,2022,2do semestre,14620.14,238,76300
3180050301,11,28,2022,2do semestre,44841.2,861,222600
3143240198,11,28,2022,2do semestre,92487.21,1497,482573
5070279,11,28,2023,2do semestre,0,0,0
13001327,11,28,2023,2do semestre,0,0,0
18792946,11,28,2023,2do semestre,0,0,0
5070182,11,28,2023,2do semestre,2.98,0,0
62086091,11,28,2023,2do semestre,2.98,0,0
5070428,11,28,2023,2do semestre,3.59,0,15
5070427,11,28,2023,2do semestre,4.02,0,18
5073556,11,28,2023,2do semestre,5.04,0,25
78800436,11,28,2023,2do semestre,5.72,10,400
2309106513,11,28,2023,2do semestre,6.76,0,37
14000318,11,28,2023,2do semestre,7.19,0.08,40
1809126635,11,28,2023,2do semestre,7.2,0,40
5070257,11,28,2023,2do semestre,9.34,0,55
5073553,11,28,2023,2do semestre,9.49,0,56
5073555,11,28,2023,2do semestre,13.51,0,84
5070258,11,28,2023,2do semestre,13.66,0,85
5070181,11,28,2023,2do semestre,14.22,0,89
712986,11,28,2023,2do semestre,15.24,0,120
5070426,11,28,2023,2do semestre,18.11,0,116
5070259,11,28,2023,2do semestre,22.27,0,145
14100718,11,28,2023,2do semestre,22.86,0,149
14102718,11,28,2023,2do semestre,23.58,0,154
5070425,11,28,2023,2do semestre,28.31,0,187
5070260,11,28,2023,2do semestre,28.74,0,190
17846279,11,28,2023,2do semestre,29.41,2,160
69406118,11,28,2023,2do semestre,35.06,1.41,234
14100720,11,28,2023,2do semestre,47.22,0,313
15004519,11,28,2023,2do semestre,47.92,4.88,320
53064654,11,28,2023,2do semestre,160.4,0.87,825
50001054,11,28,2023,2do semestre,612.25,17.4,2160
163806535,11,28,2023,2do semestre,800.11,19,2880
170796743,11,28,2023,2do semestre,874.61,25,2720
3001351,11,28,2023,2do semestre,949.95,0,3800
13001019,11,28,2023,2do semestre,1033.86,28,4160
150549252,11,28,2023,2do semestre,1110.7,39,5840
17791530,11,28,2023,2do semestre,1123.85,33,4160
1707900616,11,28,2023,2do semestre,1331.97,39.36,4960
23990650,11,28,2023,2do semestre,1334.14,36.6,4800
18792324,11,28,2023,2do semestre,1524.95,44.6,6100
18792953,11,28,2023,2do semestre,1536.35,60.08,3760
18790336,11,28,2023,2do semestre,1590.01,49.04,4240
13001218,11,28,2023,2do semestre,1825.35,48.84,7440
18792647,11,28,2023,2do semestre,2213.39,69.68,7520
23990876,11,28,2023,2do semestre,2260.25,66.72,8320
17791158,11,28,2023,2do semestre,2790.33,87.84,6880
17791239,11,28,2023,2do semestre,3064.34,82.5,12300
17790969,11,28,2023,2do semestre,3218.32,127.2,7360
14000888,11,28,2023,2do semestre,4248.65,114,17040
13000875,11,28,2023,2do semestre,4624.89,128.32,16320
14000987,11,28,2023,2do semestre,5472.84,167.44,14840
3143290146,11,28,2023,2do semestre,12170.83,276,45200
3143240218,11,28,2023,2do semestre,13406.4,259,67550
3180050301,11,28,2023,2do semestre,38773.45,903,180600
3143240198,11,28,2023,2do semestre,73782.47,1571,357611
627568,11,25,2024,2do semestre,0,0,25
13001019,11,25,2024,2do semestre,0,28,4000
13001218,11,25,2024,2do semestre,0,66,10380
15004519,11,25,2024,2do semestre,0,0,720
62086091,11,25,2024,2do semestre,1.39,0,12
184586134,11,30,2024,2do semestre,2.1,0,0
5070182,11,25,2024,2do semestre,2.35,0,0
5070181,11,25,2024,2do semestre,2.67,0,0
14000318,11,25,2024,2do semestre,3.23,0,0
5073556,11,25,2024,2do semestre,5.6,0,28
2309106513,11,25,2024,2do semestre,6.39,0,32
1809126635,11,25,2024,2do semestre,6.99,0,36
5073553,11,25,2024,2do semestre,9.41,0,55
5073555,11,25,2024,2do semestre,11.91,0,76
5070257,11,25,2024,2do semestre,13.64,0,83
5070428,11,25,2024,2do semestre,15.04,0,93
5070258,11,25,2024,2do semestre,21.11,0,144
5070259,11,25,2024,2do semestre,21.29,0,136
14100718,11,25,2024,2do semestre,22.29,0,141
5070426,11,25,2024,2do semestre,22.42,0,157
5070260,11,25,2024,2do semestre,24.38,0,165
14102718,11,25,2024,2do semestre,26.38,0,169
5070425,11,25,2024,2do semestre,27.96,0,188
5070427,11,25,2024,2do semestre,32.47,0,217
218400842,11,25,2024,2do semestre,37.89,0,249
14100720,11,25,2024,2do semestre,39.28,0,258
17846279,11,30,2024,2do semestre,64.42,3,320
78800436,11,30,2024,2do semestre,113.48,12,560
53064654,11,25,2024,2do semestre,168.79,0,840
3001351,11,25,2024,2do semestre,1024.26,0,4100
50001054,11,25,2024,2do semestre,1110.72,19,4260
18792324,11,25,2024,2do semestre,1574.26,0,6300
23991862,11,25,2024,2do semestre,1586.16,34,7040
163806535,11,30,2024,2do semestre,1844.7,55,5960
150549252,11,30,2024,2do semestre,2013.8,40,8360
1707900616,11,25,2024,2do semestre,2043.33,101,15040
23990650,11,25,2024,2do semestre,2101.77,38,7680
170796743,11,30,2024,2do semestre,2130.03,54,7760
17790969,11,25,2024,2do semestre,2712.5,136,16400
18790336,11,25,2024,2do semestre,2761.79,56,8800
23990876,11,25,2024,2do semestre,3211.1,75,13440
18792647,11,25,2024,2do semestre,3289.36,76,13680
17791239,11,25,2024,2do semestre,3807.03,84,17700
17791158,11,25,2024,2do semestre,4249.38,84,13760
14000987,11,25,2024,2do semestre,4361.9,203,32480
14000888,11,25,2024,2do semestre,7899.47,197,42560
13000875,11,25,2024,2do semestre,8766.87,153,31840
3143290146,11,30,2024,2do semestre,9941.03,192,40800
3143240218,11,30,2024,2do semestre,14897.67,270,75600
3180050301,11,30,2024,2do semestre,48816.9,882,247800
3143240198,11,30,2024,2do semestre,95905.56,1592,498853
144664857,12,28,2022,2do semestre,0,0,0
5070182,12,28,2022,2do semestre,2.61,0,0
5070279,12,28,2022,2do semestre,2.61,0,0
5070428,12,28,2022,2do semestre,2.63,0,8
5070427,12,28,2022,2do semestre,2.76,0,0
5070181,12,28,2022,2do semestre,3.24,0,13
5073556,12,28,2022,2do semestre,3.35,0,15
5070426,12,28,2022,2do semestre,4.83,0,25
1809126635,12,28,2022,2do semestre,6.48,0,37
14000318,12,28,2022,2do semestre,7,0,40
62086091,12,28,2022,2do semestre,7.04,0,40
5070258,12,28,2022,2do semestre,7.77,0,52
5070257,12,28,2022,2do semestre,8.43,0,57
5073555,12,28,2022,2do semestre,9.83,0,68
5070259,12,28,2022,2do semestre,10.19,0,71
5073553,12,28,2022,2do semestre,10.96,0,77
69406118,12,28,2022,2do semestre,12.84,0,93
712986,12,28,2022,2do semestre,14.33,0,80
14100718,12,28,2022,2do semestre,16.95,0,147
17846279,12,28,2022,2do semestre,21.22,1,120
5070425,12,28,2022,2do semestre,22.78,0,204
14102718,12,28,2022,2do semestre,24.34,0,218
5070260,12,28,2022,2do semestre,24.75,0,220
14100720,12,28,2022,2do semestre,25.55,0,227
15004519,12,28,2022,2do semestre,56.01,4,0
78800436,12,28,2022,2do semestre,79.71,5,400
53064654,12,28,2022,2do semestre,90.52,4,640
50001054,12,28,2022,2do semestre,671.86,12,2940
163806535,12,28,2022,2do semestre,706.74,50,3160
3001351,12,28,2022,2do semestre,900.91,0,3600
170796743,12,28,2022,2do semestre,1053.24,41,2560
13001019,12,28,2022,2do semestre,1111.04,35,4000
18792324,12,28,2022,2do semestre,1226.4,41,4900
150549252,12,28,2022,2do semestre,1277.39,40,4000
17791530,12,28,2022,2do semestre,1446.11,27,6613
13001327,12,28,2022,2do semestre,2033.19,38,8760
13001218,12,28,2022,2do semestre,2067.13,54,8280
18792946,12,28,2022,2do semestre,2078.27,43,9203
1707900616,12,28,2022,2do semestre,2166.35,94,5920
18790336,12,28,2022,2do semestre,2543.56,52,10400
18792953,12,28,2022,2do semestre,2634.09,54,11656
17790969,12,28,2022,2do semestre,3051.73,117,9520
17791158,12,28,2022,2do semestre,3103.9,66,12160
17791239,12,28,2022,2do semestre,3430.33,89,13497
18792647,12,28,2022,2do semestre,3486.97,75,14962
13000875,12,28,2022,2do semestre,6926.04,133,28160
14000987,12,28,2022,2do semestre,7117.14,182,26180
14000888,12,28,2022,2do semestre,7339.89,196,28320
3143290146,12,28,2022,2do semestre,11324.43,276,41600
3143240218,12,28,2022,2do semestre,11508.72,228,57050
3180050301,12,28,2022,2do semestre,31756.19,651,155400
3143240198,12,28,2022,2do semestre,72637.99,1392,363915
5070279,12,28,2023,2do semestre,0,0,0
13001327,12,28,2023,2do semestre,0,0,0
18792647,12,28,2023,2do semestre,0,61.2,1760
18792946,12,28,2023,2do semestre,0,0,0
18792953,12,28,2023,2do semestre,0,60.08,5680
23990876,12,28,2023,2do semestre,0,66.72,10400
5070182,12,28,2023,2do semestre,2.31,0,0
62086091,12,28,2023,2do semestre,2.31,0,0
5070427,12,28,2023,2do semestre,3.45,0,18
5073556,12,28,2023,2do semestre,3.61,0,19
2309106513,12,28,2023,2do semestre,6.29,0,37
14000318,12,28,2023,2do semestre,6.74,0.08,40
1809126635,12,28,2023,2do semestre,6.88,0,41
5070428,12,28,2023,2do semestre,7.48,0,45
712986,12,28,2023,2do semestre,8.3,1,40
5073553,12,28,2023,2do semestre,8.68,0,53
5070258,12,28,2023,2do semestre,10.47,0,65
5070257,12,28,2023,2do semestre,11.81,0,74
5073555,12,28,2023,2do semestre,13.3,0,84
17846279,12,28,2023,2do semestre,16.05,2,160
5070181,12,28,2023,2do semestre,16.58,0,106
14100718,12,28,2023,2do semestre,17.78,0,114
5070426,12,28,2023,2do semestre,19.12,0,123
5070259,12,28,2023,2do semestre,20.6,0,133
5070425,12,28,2023,2do semestre,24.04,0,156
14102718,12,28,2023,2do semestre,25.83,0,168
15004519,12,28,2023,2do semestre,26.07,2.56,160
5070260,12,28,2023,2do semestre,29.11,0,190
69406118,12,28,2023,2do semestre,30,1.42,196
14100720,12,28,2023,2do semestre,38.07,0,250
78800436,12,28,2023,2do semestre,45.32,10,240
53064654,12,28,2023,2do semestre,173.46,4.36,855
3001351,12,28,2023,2do semestre,723.68,0,2900
50001054,12,28,2023,2do semestre,893.57,19.68,3060
18792324,12,28,2023,2do semestre,973.68,32.2,3900
13001019,12,28,2023,2do semestre,1210.17,28,5120
163806535,12,28,2023,2do semestre,1301.39,43,3400
170796743,12,28,2023,2do semestre,1421.67,45,3920
23990650,12,28,2023,2do semestre,1485.69,29.88,5760
17791530,12,28,2023,2do semestre,1558.83,33,7008
150549252,12,28,2023,2do semestre,1647.62,40,5760
18790336,12,28,2023,2do semestre,1742.39,45.12,4800
13001218,12,28,2023,2do semestre,2267.24,53.76,9420
1707900616,12,28,2023,2do semestre,2733.84,78.56,9440
17791158,12,28,2023,2do semestre,2956.61,73.6,8640
17791239,12,28,2023,2do semestre,3307.85,70.2,14700
17790969,12,28,2023,2do semestre,4159.26,127.2,13360
13000875,12,28,2023,2do semestre,5767.93,124.8,20160
14000987,12,28,2023,2do semestre,6878.28,181.3,21980
14000888,12,28,2023,2do semestre,7745.7,205.68,28080
3143240218,12,28,2023,2do semestre,12098.1,277,54600
3143290146,12,28,2023,2do semestre,12422.09,276,45200
3180050301,12,28,2023,2do semestre,41321.37,945,186900
3143240198,12,28,2023,2do semestre,76176.53,1659,351955
627568,12,24,2024,2do semestre,0,0,25
13001019,12,24,2024,2do semestre,0,25,4160
13001218,12,24,2024,2do semestre,0,56,9660
15004519,12,24,2024,2do semestre,0,0,480
62086091,12,24,2024,2do semestre,1.12,0,0
5070182,12,24,2024,2do semestre,2.3,0,0
184586134,12,31,2024,2do semestre,2.38,0,0
5073556,12,24,2024,2do semestre,2.98,0,0
14000318,12,24,2024,2do semestre,3.23,0,0
5070181,12,24,2024,2do semestre,4.74,0,24
1809126635,12,24,2024,2do semestre,7.12,0,37
2309106513,12,24,2024,2do semestre,8.83,0,49
5073553,12,24,2024,2do semestre,9.12,0,53
5070257,12,24,2024,2do semestre,9.48,0,54
5073555,12,24,2024,2do semestre,10.9,0,69
5070428,12,24,2024,2do semestre,12.55,0,76
5070259,12,24,2024,2do semestre,15.57,0,96
5070260,12,24,2024,2do semestre,17.91,0,120
5070427,12,24,2024,2do semestre,19.06,0,124
5070258,12,24,2024,2do semestre,20.43,0,139
5070426,12,24,2024,2do semestre,20.49,0,144
14100718,12,24,2024,2do semestre,20.83,0,131
14102718,12,24,2024,2do semestre,21.46,0,135
5070425,12,24,2024,2do semestre,27.77,0,187
17846279,12,31,2024,2do semestre,28.99,1,160
218400842,12,24,2024,2do semestre,37.74,0,250
14100720,12,24,2024,2do semestre,43.39,0,286
78800436,12,31,2024,2do semestre,96.97,14,480
53064654,12,24,2024,2do semestre,169.02,0,840
3001351,12,24,2024,2do semestre,975,0,3900
50001054,12,24,2024,2do semestre,1055.69,19,3840
170796743,12,31,2024,2do semestre,1134.66,32,3760
163806535,12,31,2024,2do semestre,1192.64,40,3400
18792324,12,24,2024,2do semestre,1325,0,5300
23991862,12,24,2024,2do semestre,1393.66,34,5440
23990650,12,24,2024,2do semestre,1813.3,35,6120
18792953,12,24,2024,2do semestre,2123.26,56,8000
150549252,12,31,2024,2do semestre,2209.02,40,9520
18790336,12,24,2024,2do semestre,2453.92,57,6240
18792647,12,24,2024,2do semestre,2910.97,76,11200
1707900616,12,24,2024,2do semestre,2986.18,94,17373
17791158,12,24,2024,2do semestre,3118.06,64,9760
23990876,12,24,2024,2do semestre,3139.97,75,12640
17791239,12,24,2024,2do semestre,3593.94,84,16200
17790969,12,24,2024,2do semestre,3896.44,136,19539
14000987,12,24,2024,2do semestre,5592.75,158,23940
14000888,12,24,2024,2do semestre,5733.49,181,25200
13000875,12,24,2024,2do semestre,6922.35,128,23840
3143290146,12,31,2024,2do semestre,9603.14,192,38800
3143240218,12,31,2024,2do semestre,13126.37,266,64050
3180050301,12,31,2024,2do semestre,38423.46,903,176400
3143240198,12,31,2024,2do semestre,70034.64,1495,334347
17846279,2,28,2025,Verano,29.48,37,160
78800436,2,28,2025,Verano,181.17,12,800
163806535,2,28,2025,Verano,1273.54,32,4640
170796743,2,28,2025,Verano,1990.8,57,6640
184586134,2,28,2025,Verano,2.37,0,0
197059268,2,28,2025,Verano,2052.14,39,8680
3143240198,2,28,2025,Verano,101953.46,1453,551410
3143240218,2,28,2025,Verano,15195.69,273,77350
3143290146,2,28,2025,Verano,11308.82,204,47600
14000987,2,28,2025,Verano,7342.19,153,28840
13001218,2,28,2025,Verano,5320.10,59,30060
627568,2,28,2025,Verano,0,0,196
15004519,2,28,2025,Verano,0,5,720
17790969,2,28,2025,Verano,4719.77,136,17520
1707900616,2,28,2025,Verano,3015,69,13120
13001019,2,28,2025,Verano,0,37,6400
18792647,2,28,2025,Verano,2879.14,76,10080
23990876,2,28,2025,Verano,3231.55,75,12960
23992977,2,28,2025,Verano,2012.49,56,7040
17791239,2,28,2025,Verano,3641.54,59,18900
53064654,2,28,2025,Verano,146.79,4,760
14000318,2,28,2025,Verano,3.2,0,0
5070182,2,28,2025,Verano,2.85,0,13
62086091,2,28,2025,Verano,3.09,0,23
5070181,2,28,2025,Verano,2.75,0,8
2309106513,2,28,2025,Verano,8.58,0,46
5070260,2,28,2025,Verano,13.23,0,85
5070259,2,28,2025,Verano,13.01,0,77
5070257,2,28,2025,Verano,9.42,0,52
5070258,2,28,2025,Verano,11.33,0,74
5070427,2,28,2025,Verano,11.79,0,72
5070425,2,28,2025,Verano,36.24,0,240
5070426,2,28,2025,Verano,24.63,0,169
5070428,2,28,2025,Verano,14.06,0,84
5073555,2,28,2025,Verano,10.85,0,67
5073556,2,28,2025,Verano,23.34,0,146
5073553,2,28,2025,Verano,8.43,0,47
14102718,2,28,2025,Verano,24.71,0,154
218400842,2,28,2025,Verano,29.69,2,186
1809126635,2,28,2025,Verano,7.83,0,41
14100720,2,28,2025,Verano,42.77,0,275
14100718,2,28,2025,Verano,12.48,0,71
23991862,2,28,2025,Verano,1812.34,34,8640
18790336,2,28,2025,Verano,2228.84,57,6160
23990650,2,28,2025,Verano,1914.89,35,8040
17791158,2,28,2025,Verano,3649.09,78,12800
13000875,2,28,2025,Verano,6869.26,123,28320
50001054,2,28,2025,Verano,1277.62,22,5640
3001351,2,28,2025,Verano,801.76,0,3200
18792324,2,28,2025,Verano,1102.7,24,4400
17846279,3,31,2025,1er semestre,29.35,1,160
170796743,3,31,2025,1er semestre,1460.33,35,5280
78800436,3,31,2025,1er semestre,130.94,10,640
197059268,3,31,2025,1er semestre,1693.79,36,6520
163806535,3,31,2025,1er semestre,1188.95,25,4600
184586134,3,31,2025,1er semestre,2.33,0,0
3143290146,3,31,2025,1er semestre,12617.08,220,52000
3143240218,3,31,2025,1er semestre,15221.63,280,74900
3143240198,3,31,2025,1er semestre,96624.69,1472,497790
3180050301,3,31,2025,1er semestre,64164.77,924,336000
14000888,2,28,2025,Verano,8860.97,188,37680
3180050301,2,28,2025,Verano,60971.57,798,336000
14000987,3,31,2025,1er semestre,6438.97,153,21560
13001218,3,31,2025,1er semestre,3361.7,58,15677
627568,3,31,2025,1er semestre,0,0,89
15004519,3,31,2025,1er semestre,0,4,800
14000888,3,31,2025,1er semestre,7829.16,172,31440
17790969,3,31,2025,1er semestre,4221.69,136,13360
1707900616,3,31,2025,1er semestre,2127.72,53,8480
13001019,3,31,2025,1er semestre,656.3,34,5920
18792647,3,31,2025,1er semestre,2531.25,76,7760
23990876,3,31,2025,1er semestre,2870.07,75,9760
23992977,3,31,2025,1er semestre,1693.04,56,4560
17791239,3,31,2025,1er semestre,3259.59,63,15900
53064654,3,31,2025,1er semestre,115.44,4,600
14000318,3,31,2025,1er semestre,2.17,0,0
5070182,3,31,2025,1er semestre,1.28,0,4
62086091,3,31,2025,1er semestre,0.06,0,0
5070181,3,31,2025,1er semestre,1.68,0,0
2309106513,3,31,2025,1er semestre,4.87,0,27
5070260,3,31,2025,1er semestre,6.91,0,47
5070259,3,31,2025,1er semestre,18.97,0,118
5070257,3,31,2025,1er semestre,6.87,0,40
5070258,3,31,2025,1er semestre,12.38,0,84
5070427,3,31,2025,1er semestre,9.92,0,63
5070425,3,31,2025,1er semestre,34.97,0,229
5070426,3,31,2025,1er semestre,23.45,0,161
5070428,3,31,2025,1er semestre,8.68,0,52
5073555,3,31,2025,1er semestre,10.09,0,66
5073556,3,31,2025,1er semestre,21.28,0,136
5073553,3,31,2025,1er semestre,7.53,0,46
14102718,3,31,2025,1er semestre,19.97,0,123
218400842,3,31,2025,1er semestre,25.32,1,156
1809126635,3,31,2025,1er semestre,5.84,0,33
14100720,3,31,2025,1er semestre,36.16,0,227
14100718,3,31,2025,1er semestre,14.63,0,89
23991862,3,31,2025,1er semestre,1510.76,34,5760
18790336,3,31,2025,1er semestre,2099.62,57,4880
23990650,3,31,2025,1er semestre,2110.87,42,8040
17791158,3,31,2025,1er semestre,3129.47,67,10880
13000875,3,31,2025,1er semestre,6179.14,117,24000
50001054,3,31,2025,1er semestre,1222.26,22,5160
3001351,3,31,2025,1er semestre,875,0,3500
18792324,3,31,2025,1er semestre,1100,26,4400
3143240198,4,30,2025,1er semestre,114934.44,1667,586121
3180050301,4,30,2025,1er semestre,64913.99,945,333900
3143290146,4,30,2025,1er semestre,13176.25,212,54800
3143240218,4,30,2025,1er semestre,16982.19,291,82950
184586134,4,30,2025,1er semestre,2.36,0,0
170796743,4,30,2025,1er semestre,2855.25,68,10320
197059268,4,30,2025,1er semestre,2400.79,41,10080
163806535,4,30,2025,1er semestre,2771.74,70,9680
78800436,4,30,2025,1er semestre,244.13,14,1040
17846279,4,30,2025,1er semestre,30.28,1,160
18790336,4,30,2025,1er semestre,2559.26,57,8160
23990650,4,30,2025,1er semestre,2475.71,44,10080
17791158,4,30,2025,1er semestre,5056,118,14880
13000875,4,30,2025,1er semestre,8935.46,168,33280
50001054,4,30,2025,1er semestre,1320.47,21,5820
3001351,4,30,2025,1er semestre,776.11,0,3100
18792324,4,30,2025,1er semestre,1302.06,30,5200
14000987,4,30,2025,1er semestre,11079.83,219,41160
13001218,4,30,2025,1er semestre,1269.07,69,0
627568,4,30,2025,1er semestre,0,0,122
15004519,4,30,2025,1er semestre,0,7,880
14000888,4,30,2025,1er semestre,13977.4,255,56880
17790969,4,30,2025,1er semestre,5970.18,139,23440
1707900616,4,30,2025,1er semestre,4094.88,87,16640
13001019,4,30,2025,1er semestre,1811.59,43,6720
18792647,4,30,2025,1er semestre,3638.98,76,13920
23990876,4,30,2025,1er semestre,4038.56,75,16800
23992977,4,30,2025,1er semestre,2999.4,69,11360
17791239,4,30,2025,1er semestre,3480.09,62,15913
53064654,4,30,2025,1er semestre,185.1,4,840
14000318,4,30,2025,1er semestre,3.24,0,0
5070182,4,30,2025,1er semestre,10.25,0,59
62086091,4,30,2025,1er semestre,1.15,0,3
5070181,4,30,2025,1er semestre,2.75,0,1
2309106513,4,30,2025,1er semestre,6.32,0,28
5070260,4,30,2025,1er semestre,24.17,0,145
5070259,4,30,2025,1er semestre,19.21,0,107
5070257,4,30,2025,1er semestre,15.45,0,85
5070258,4,30,2025,1er semestre,24.7,0,149
5070427,4,30,2025,1er semestre,20.85,0,120
5070425,4,30,2025,1er semestre,37.02,0,224
5070426,4,30,2025,1er semestre,36.29,0,227
5070428,4,30,2025,1er semestre,15.6,0,86
5073555,4,30,2025,1er semestre,11.99,0,68
5073556,4,30,2025,1er semestre,28.89,0,171
5073553,4,30,2025,1er semestre,8.8,0,45
14102718,4,30,2025,1er semestre,19.71,0,108
218400842,4,30,2025,1er semestre,56.45,1,326
1809126635,4,30,2025,1er semestre,7.64,0,36
14100720,4,30,2025,1er semestre,44.57,0,261
14100718,4,30,2025,1er semestre,23.24,0,131
23991862,4,30,2025,1er semestre,1762.43,34,7360
3180050301,5,31,2025,1er semestre,62285.25,945,317100
3143240198,5,31,2025,1er semestre,118217.16,1643,614078
3143290146,5,31,2025,1er semestre,13458.39,236,54800
3143240218,5,31,2025,1er semestre,17759.14,305,87500
170796743,5,31,2025,1er semestre,2947.4,68,11200
197059268,5,31,2025,1er semestre,2628.47,40,11840
163806535,5,31,2025,1er semestre,3033.26,76,10920
184586134,5,31,2025,1er semestre,1.49,0,0
17846279,5,31,2025,1er semestre,35.23,1,200
78800436,5,31,2025,1er semestre,258.62,14,1120
14000987,5,31,2025,1er semestre,11718.07,226,44520
24990684,5,31,2025,1er semestre,3304.55,69,13380
627568,5,31,2025,1er semestre,0,0,94
15004519,5,31,2025,1er semestre,0,7,880
14000888,5,31,2025,1er semestre,13285.16,252,53760
17790969,5,31,2025,1er semestre,6101.19,139,24480
1707900616,5,31,2025,1er semestre,4196.84,95,16480
13001019,5,31,2025,1er semestre,1533.09,36,5760
18792647,5,31,2025,1er semestre,3930.83,81,15760
23990876,5,31,2025,1er semestre,3798.93,75,15840
23992977,5,31,2025,1er semestre,3549.98,70,14160
17791239,5,31,2025,1er semestre,4983.95,82,23987
53064654,5,31,2025,1er semestre,230.2,4,1000
14000318,5,31,2025,1er semestre,3.16,0,0
5070182,5,31,2025,1er semestre,24.1,0,147
62086091,5,31,2025,1er semestre,1.09,0,0
5070181,5,31,2025,1er semestre,2.68,0,0
2309106513,5,31,2025,1er semestre,6.13,0,28
5070260,5,31,2025,1er semestre,24.86,0,156
5070259,5,31,2025,1er semestre,18.23,0,107
5070257,5,31,2025,1er semestre,16.97,0,98
5070258,5,31,2025,1er semestre,27.42,0,172
5070427,5,31,2025,1er semestre,18.42,0,111
5070425,5,31,2025,1er semestre,39.11,0,244
5070426,5,31,2025,1er semestre,35.55,0,228
5070428,5,31,2025,1er semestre,20.54,0,120
5073555,5,31,2025,1er semestre,12.68,0,75
5073556,5,31,2025,1er semestre,20.8,0,141
5073553,5,31,2025,1er semestre,8.96,0,48
14102718,5,31,2025,1er semestre,18.33,0,105
218400842,5,31,2025,1er semestre,55.67,2,329
1809126635,5,31,2025,1er semestre,8.66,0,44
14100720,5,31,2025,1er semestre,48.46,0,295
14100718,5,31,2025,1er semestre,34.83,0,209
23991862,5,31,2025,1er semestre,1944.58,34,8640
18790336,5,31,2025,1er semestre,2872.63,57,10640
23990650,5,31,2025,1er semestre,2688.55,47,11160
17791158,5,31,2025,1er semestre,5562.26,118,18720
13000875,5,31,2025,1er semestre,9124.42,161,36160
50001054,5,31,2025,1er semestre,1367.89,22,6060
